date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:18	8712/8712	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-2208%22	https://freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-5.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-5.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/products.html)
19:20:18	6899/6899	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-1af3%22	https://freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-6.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-6.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/products.html)
19:20:19	6590/6590	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-19be%22	https://freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-7.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-7.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/products.html)
19:20:19	9490/9490	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-2512%22	https://freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-8.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-8.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/products.html)
19:20:19	8031/8031	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-1f5f%22	https://freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-9.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-9.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/products.html)
19:20:20	7151/7151	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-1bef%22	https://freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-10.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-10.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/products.html)
19:20:21	87683/87683	---MCZ	200	added ('OK')	text/html	etag:W/%22677299c5-15683%22	https://freshcart.codescandy.com/tailwindcss/dashboard/vendor-list.html	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/dashboard/vendor-list.html	(from https://freshcart.codescandy.com/tailwindcss/dashboard/vendor-grid.html)
19:20:22	14329/14329	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-37f9%22	https://freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-3.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-3.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/customers.html)
19:20:22	13731/13731	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-35a3%22	https://freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-4.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-4.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/customers.html)
19:20:22	13805/13805	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-35ed%22	https://freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-6.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-6.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/customers.html)
19:20:23	12210/12210	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-2fb2%22	https://freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-7.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-7.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/customers.html)
19:20:23	13324/13324	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-340c%22	https://freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-8.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-8.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/customers.html)
19:20:23	12202/12202	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-2faa%22	https://freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-9.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-9.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/customers.html)
19:20:24	11248/11248	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-2bf0%22	https://freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-10.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-10.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/customers.html)
19:20:24	13199/13199	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-338f%22	https://freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-11.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/avatar/avatar-11.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/customers.html)
19:20:24	6183/6183	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-1827%22	https://freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-18.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-18.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/customers.html)
19:20:25	4746/4746	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-128a%22	https://freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-15.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-15.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/customers.html)
19:20:25	4588/4588	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-11ec%22	https://freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-19.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/products/product-img-19.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/customers.html)
19:20:25	11789/11789	---MCZ	200	added ('OK')	text/css	etag:W/%22677299c4-2e0d%22	https://freshcart.codescandy.com/tailwindcss/assets/libs/dropzone/dist/dropzone.css	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/libs/dropzone/dist/dropzone.css	(from https://freshcart.codescandy.com/tailwindcss/dashboard/create-customers.html)
19:20:26	428/428	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-1ac%22	https://freshcart.codescandy.com/tailwindcss/assets/images/docs/placeholder-img.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/docs/placeholder-img.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/create-customers.html)
19:20:26	50679/50679	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677299c5-c5f7%22	https://freshcart.codescandy.com/tailwindcss/assets/libs/flatpickr/dist/flatpickr.min.js	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/libs/flatpickr/dist/flatpickr.min.js	(from https://freshcart.codescandy.com/tailwindcss/dashboard/create-customers.html)
19:20:27	114702/114702	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677299c4-1c00e%22	https://freshcart.codescandy.com/tailwindcss/assets/libs/dropzone/dist/min/dropzone.min.js	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/libs/dropzone/dist/min/dropzone.min.js	(from https://freshcart.codescandy.com/tailwindcss/dashboard/create-customers.html)
19:20:27	234/234	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677299c4-ea%22	https://freshcart.codescandy.com/tailwindcss/assets/js/vendors/validation.js	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/js/vendors/validation.js	(from https://freshcart.codescandy.com/tailwindcss/dashboard/create-customers.html)
19:20:28	160912/160912	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-27490%22	https://freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-1.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-1.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-grid.html)
19:20:29	149632/149632	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-24880%22	https://freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-2.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-2.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-grid.html)
19:20:29	129191/129191	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-1f8a7%22	https://freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-3.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-3.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-grid.html)
19:20:31	123381/123381	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-1e1f5%22	https://freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-4.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-4.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-grid.html)
19:20:31	62546/62546	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-f452%22	https://freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-5.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-5.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-grid.html)
19:20:31	65349/65349	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-ff45%22	https://freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-8.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-8.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-grid.html)
19:20:32	152038/152038	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-251e6%22	https://freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-6.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-6.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-grid.html)
19:20:33	132303/132303	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-204cf%22	https://freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-7.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-7.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-grid.html)
19:20:33	110019/110019	---M--	200	added ('OK')	image/jpeg	etag:%22677299c4-1adc3%22	https://freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-9.jpg	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/images/blog/blog-img-9.jpg	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-grid.html)
19:20:33	9830/9830	---MCZ	200	added ('OK')	text/css	etag:W/%22677299c4-2666%22	https://freshcart.codescandy.com/tailwindcss/assets/libs/dropzone/dist/min/dropzone.min.css	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/libs/dropzone/dist/min/dropzone.min.css	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-new-post.html)
19:20:33	11754/11754	---MCZ	200	added ('OK')	text/css	etag:W/%22677299c4-2dea%22	https://freshcart.codescandy.com/tailwindcss/assets/libs/@yaireo/tagify/dist/tagify.css	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/libs/@yaireo/tagify/dist/tagify.css	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-new-post.html)
19:20:33	75426/75426	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677299c4-126a2%22	https://freshcart.codescandy.com/tailwindcss/assets/libs/@yaireo/tagify/dist/tagify.js	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/libs/@yaireo/tagify/dist/tagify.js	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-new-post.html)
19:20:34	419/419	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677299c4-1a3%22	https://freshcart.codescandy.com/tailwindcss/assets/js/vendors/dropzone.js	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/js/vendors/dropzone.js	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-new-post.html)
19:20:34	209340/209340	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677299c4-331bc%22	https://freshcart.codescandy.com/tailwindcss/assets/libs/quill/dist/quill.js	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/libs/quill/dist/quill.js	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-new-post.html)
19:20:35	362/362	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677299c4-16a%22	https://freshcart.codescandy.com/tailwindcss/assets/js/vendors/editor.js	C:/Mes%20Sites%20Web/admin-furniture/freshcart.codescandy.com/tailwindcss/assets/js/vendors/editor.js	(from https://freshcart.codescandy.com/tailwindcss/dashboard/blog-new-post.html)
19:20:35	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/@tabler/icons-webfont@2.46.0/tabler-icons.min.css)
